objectid,subject,filename,CO_LOC_RES,NTEEC,NAICS,title,format,LEGALNAME,ALTNAME,AKADBA,WEBURL,INCOMECD15,INCOME15,REVENUE15,date,INSTNAME,longitude,latitude,GSTREET,GCITY,GSTATE,GZIP5,
8404200891,HSC,demo_001.jpg,,A50,,ROXBOROUGH MANAYUNK WISSAHICKON HISTORICAL SOCIETY,image/jpeg,ROXBOROUGH MANAYUNK WISSAHICKON HISTORICAL SOCIETY,,,,0,0,0,2009,,-75.21752,40.03651,6245 RIDGE AVE,PHILADELPHIA,PA,19128,
8404200931,HSC,demo_001.jpg,,A82,,GERMANTOWN HISTORICAL SOCIETY,image/jpeg,GERMANTOWN HISTORICAL SOCIETY,,,HTTP://WWW.GERMANTOWNHISTORY.ORG,3,38144,38144,1948,,-75.17196,40.03417,5501-5505 GERMANTOWN AVE,PHILADELPHIA,PA,19144,
8404200932,HSC,demo_001.jpg,,,710000,SWEDISH COLONIAL SOCIETY,image/jpeg,SWEDISH COLONIAL SOCIETY,,,HTTPS://COLONIALSWEDES.NET/CONTACT-US/,3,42417,23960,1959,,-75.14338,39.93483,916 S SWANSON ST,PHILADELPHIA,PA,19147,
8404200933,HSC,demo_001.jpg,,A82,,PHILADELPHIA SOCIETY FOR THE PRESERVATION OF LANDMARKS,image/jpeg,PHILADELPHIA SOCIETY FOR THE PRESERVATION OF LANDMARKS,PHILADELPHIA SOCIETY FOR THE PRESERVATION OF LANDMARKS,,HTTP://WWW.BELLMUSEUM.UMN.EDU/,6,1410391,1355777,1932,,-75.14847,39.94442,321 S 4TH ST,PHILADELPHIA,PA,19106,
8404200934,HSC,demo_001.jpg,,A82,,AMERICAN CATHOLIC HISTORICAL SOCIETY,image/jpeg,AMERICAN CATHOLIC HISTORICAL SOCIETY OF PHILADELPHIA,,AMERICAN CATHOLIC HISTORICAL SOCIETY OF PHILADELPHIA,HTTP://WWW.AMCHS.ORG,4,126963,91105,1960,,-75.14827,39.9453,263 S 4TH ST,PHILADELPHIA,PA,19106,
8404200942,HSC,demo_001.jpg,,,,HISTORICAL SOCIETY OF FRANKFORD,image/jpeg,HISTORICAL SOCIETY OF FRANKFORD,HISTORICAL SOCIETY OF FRANKFORD,,HTTP://THEHISTORICALSOCIETYOFFRANKFORD.ORG,2,10097,,1958,,-75.0867,40.01565,1507 ORTHODOX ST,PHILADELPHIA,PA,19124,
8404200969,HSC,demo_001.jpg,,A82,,CHESTNUT HILL HISTORICAL SOCIETY,image/jpeg,CHESTNUT HILL HISTORICAL SOCIETY,,,HTTP://WWW.CHHIST.ORG/,5,532754,425036,1968,,-75.21046,40.07765,8708 GERMANTOWN AVE,PHILA,PA,19118,
8404201046,HSC,demo_001.jpg,,A82,712190,JOHN BARTRAM ASSOCIATION,image/jpeg,JOHN BARTRAM ASSOCIATION,,,HTTP://BARTRAMSGARDEN.ORG/,6,1749922,1396052,1975,,-75.22507,39.94557,54TH LINDBERGH BLVD,PHILADELPHIA,PA,19143,
8404201384,HSC,demo_001.jpg,,A80,712120,PHILADELPHIA FOUNTAIN SOCIETY,image/jpeg,PHILADELPHIA FOUNTAIN SOCIETY,,,,5,861873,4169,2002,,-75.15301,39.94587,255 S 7TH ST,PHILADELPHIA,PA,19106,
8404201477,HSC,demo_001.jpg,,A80,813311,OVERSEAS CHINA ANTIQUE PROTECTION ASSOCIATION,image/jpeg,OVERSEAS CHINA ANTIQUE PROTECTION ASSOCIATION,,,,0,0,0,2011,,-75.17382,39.95161,110 S 20TH STREET 1ST FL,PHILADELPHIA,PA,19103,
8404201501,HSC,demo_001.jpg,,A82,,FIRST TROOP PHILADELPHIA CITY CAVALRY,image/jpeg,FIRST TROOP PHILADELPHIA CITY CAVALRY MILITARY HERITAGE AND,,FIRST TROOP PHILADELPHIA CITY CAVALRY MILITARY HERITAGE AND,,4,225938,220118,2011,,-75.17855,39.95325,22 S 23RD ST,PHILADELPHIA,PA,19103,
8404201506,HSC,demo_001.jpg,,A80,712120,JOHN COLTRANE HOUSE,image/jpeg,JOHN COLTRANE HOUSE,,,HTTP://WWW.JOHNCOLTRANEHOUSE.ORG/,0,0,0,2011,,-75.16697,39.94211,1431 FITZWATER ST,PHILADELPHIA,PA,19146,
8404201528,HSC,demo_001.jpg,,A80,,WOODLANDS TRUST FOR HISTORIC PRESERVATION,image/jpeg,WOODLANDS TRUST FOR HISTORIC PRESERVATION,,,,5,500144,500144,1998,,-75.20397,39.94892,4000 WOODLAND AVE,PHILADELPHIA,PA,19104,
8404201529,HSC,demo_001.jpg,,A80,,EASTERN STATE PENITENTIARY HISTORIC SITE,image/jpeg,EASTERN STATE PENITENTIARY HISTORIC SITE INC,EASTERN STATE PENITENTIARY HISTORIC SITE,,HTTP://WWW.EASTERNSTATE.ORG,7,7023206,4782773,1999,,-75.17085,39.96735,2027 FAIRMOUNT AVE,PHILADELPHIA,PA,19130,
8404201543,HSC,demo_001.jpg,,A84,,EAST FALLS HISTORICAL SOCIETY,image/jpeg,EAST FALLS HISTORICAL SOCIETY,,,HTTP://EASTFALLSHISTORICALSOCIETY.COM,0,0,0,2006,,-75.18782,40.01506,3304 W QUEEN LN,PHILADELPHIA,PA,19129,
8404201551,HSC,demo_001.jpg,,A80,,USS OLYMPIA,image/jpeg,FRIENDS OF THE CRUISER OLYMPIA INC,,,,,,,,,-75.16508,39.95351,TWO PENN CENTER PLAZA STE 200,PHILADELPHIA,PA,19102,
8404201555,HSC,demo_001.jpg,,A80,712120,KELPUIS SOCIETY,image/jpeg,KELPUIS SOCIETY,,,HTTP://KELPIUS.ORG/,0,0,0,2006,,-75.17835,39.94712,PO BOX 15775,PHILADELPHIA,PA,19103,
8404201556,HSC,demo_001.jpg,,A80,813410,WASHINGTON WEST SQUARE HISTORIC DISTRICT,image/jpeg,WASHINGTON WEST SQUARE HISTORIC DISTRICT,,,,0,0,0,2007,,-75.16197,39.9454,345 S CAMAC ST,PHILADELPHIA,PA,19107,
8404201594,HSC,demo_001.jpg,,A54,813410,INDIAN RIVER COMMUNITY ASSOCIATION,image/jpeg,INDIAN RIVER COMMUNITY ASSOCIATION INC,,,,0,,,2013,,-75.14555,39.95326,303 CHERRY ST,PHILADELPHIA,PA,19106,
8404201599,HSC,demo_001.jpg,,A80,,QUESTERS,image/jpeg,QUESTERS INC,,,HTTP://WWW.QUESTERS1944.ORG,4,339793,336704,1967,,-75.15994,39.9483,210 S QUINCE ST,PHILADELPHIA,PA,19107,
8404201606,HSC,demo_001.jpg,,A82,,HISTORIAL SOCIETY OF DEL TW HFB,image/jpeg,HISTORIAL SOCIETY OF DEL TW HFB,,,,4,278589,68922,1973,,-75.17835,39.94712,1600 MARKET ST TAX DEAPA,PHILADELPHIA,PA,19103,
8404201667,HSC,demo_001.jpg,,A99,712110,PARK HOUSE GUIDES AT THE PHILADELPHIA MUSEUM OF ART,image/jpeg,PARK HOUSE GUIDES AT THE PHILADELPHIA MUSEUM OF ART,,,HTTP://WWW.PHILAMUSEUM.ORG/,0,0,0,2012,,-75.20656,40.0777,201 W EVERGREEN AVE APT,PHILADELPHIA,PA,19118,
8404201685,HSC,demo_001.jpg,,A80,712120,FAIRMOUNT WATER WORKS,image/jpeg,FUND FOR THE WATER WORKS,,FAIRMOUNT WATER WORKS,HTTP://FAIRMOUNTWATERWORKS.ORG/SUPPORT/,3,40148,40148,1998,,-75.18616,39.9708,640 WATERWORKS DR,PHILADELPHIA,PA,19131,
8404201689,HSC,demo_001.jpg,,A82,813211,CARLOS ALZUETA MEMORIAL FUND WELLS FARGO BANKNA TRUSTEE,image/jpeg,THE CARLOS ALZUETA MEMORIAL FUND WELLS FARGO BANKNA TRUSTEE,,THE CARLOS ALZUETA MEMORIAL FUND WELLS FARGO BANKNA TRUSTEE,HTTPS://WWW.WFHM.COM/LOANS/METROBUILDERPABRANCHPA/INDEX.PAGE,4,264818,,1997,,-80.24402,36.09862,1 W 4TH ST 4TH FL,WINSTON SALE,NC,27101,
8404201690,HSC,demo_001.jpg,,A11,,SANTA BARBARA HISTORICAL SOCIETY,image/jpeg,SANTA BARBARA HISTORICAL SOCIETY ENDOWMENT FUND,,,,4,423656,59050,1972,,-80.24443,36.09848,1 W 4TH ST 4TH FL MAC D4,WINSTON SALE,NC,27101,
8404201729,HSC,demo_001.jpg,,,,INDEPENDENCE NATIONAL HISTORICAL PARK,image/jpeg,INDEPENDENCE NATIONAL HISTORICAL PARK,,,,,,,,,-75.14607,39.94796,143 S 3RD STREET,PHILADELPHIA,PA,19106,NPS
